2024-09-04 13:52:06,455 [main] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-09-04 13:52:06,924 [main] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-09-04 13:52:07,507 [main] INFO  org.springframework.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6d0d5147, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1a370c7c, org.springframework.security.web.context.SecurityContextHolderFilter@5545137d, org.springframework.security.web.header.HeaderWriterFilter@5ed6a36a, org.springframework.web.filter.CorsFilter@6a577564, org.springframework.security.web.authentication.logout.LogoutFilter@f8b6743, com.example.fitnessapp.security.AuthorizationFilter@69796bd0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@52e2e426, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1b7648f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@63f08f9f, org.springframework.security.web.session.SessionManagementFilter@bda4cbe, org.springframework.security.web.access.ExceptionTranslationFilter@378456cb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3d3e9163]
2024-09-04 13:52:07,763 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-09-04 13:52:07,780 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2024-09-04 13:52:07,794 [main] INFO  com.example.fitnessapp.FitnessAppApplication - Started FitnessAppApplication in 5.524 seconds (process running for 6.573)
2024-09-04 13:52:13,057 [http-nio-8080-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-09-04 13:52:13,057 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-09-04 13:52:13,061 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2024-09-04 13:52:55,196 [http-nio-8080-exec-9] INFO  com.example.fitnessapp.services.impl.ProgramServiceImpl - Program 14 insert by user 8
2024-09-04 13:52:55,296 [http-nio-8080-exec-1] INFO  com.example.fitnessapp.services.impl.ProgramHasAttributeValueServiceImpl - ProgramHasAttributeValue 14 insert by user 8
2024-09-04 13:52:55,296 [http-nio-8080-exec-2] INFO  com.example.fitnessapp.services.impl.ProgramHasAttributeValueServiceImpl - ProgramHasAttributeValue 14 insert by user 8
2024-09-04 13:53:10,890 [http-nio-8080-exec-1] INFO  com.example.fitnessapp.services.impl.ProgramServiceImpl - Program 13 delete by user 8
2024-09-04 13:53:29,384 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-09-04 13:53:29,386 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-09-04 13:53:29,395 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
